,domain,slotname,slotname_acc,domain_acc,cluster
0,attraction,attraction area,0.8732394366197183,0.7864806866952789,0
1,attraction,attraction name,0.6818181818181818,0.7864806866952789,0
2,attraction,attraction type,0.8088235294117647,0.7864806866952789,0
3,hotel,hotel area,0.8847926267281107,0.9022277227722773,0
4,hotel,hotel bookday,0.9724409448818898,0.9022277227722773,0
5,hotel,hotel bookpeople,0.9426229508196722,0.9022277227722773,0
6,hotel,hotel bookstay,0.9316546762589928,0.9022277227722773,0
7,hotel,hotel internet,0.9293478260869565,0.9022277227722773,0
8,hotel,hotel name,0.7932816537467701,0.9022277227722773,0
9,hotel,hotel parking,0.9226190476190477,0.9022277227722773,0
10,hotel,hotel pricerange,0.93359375,0.9022277227722773,0
11,hotel,hotel stars,0.9211822660098522,0.9022277227722773,0
12,hotel,hotel type,0.8583690987124464,0.9022277227722773,0
13,restaurant,restaurant area,0.8348082595870207,0.9016189290161893,0
14,restaurant,restaurant bookday,0.9616724738675958,0.9016189290161893,0
15,restaurant,restaurant bookpeople,0.9861111111111112,0.9016189290161893,0
16,restaurant,restaurant booktime,0.9584569732937686,0.9016189290161893,0
17,restaurant,restaurant food,0.9046511627906977,0.9016189290161893,0
18,restaurant,restaurant name,0.7797029702970297,0.9016189290161893,0
19,restaurant,restaurant pricerange,0.9320987654320988,0.9016189290161893,0
20,taxi,taxi arriveby,0.8695652173913043,0.7098765432098766,0
21,taxi,taxi departure,0.6082949308755761,0.7098765432098766,0
22,taxi,taxi destination,0.6682027649769585,0.7098765432098766,0
23,taxi,taxi leaveat,0.8442622950819673,0.7098765432098766,0
24,train,train arriveby,0.8820224719101124,0.9107438016528926,0
25,train,train bookpeople,0.9576547231270358,0.9107438016528926,0
26,train,train day,0.9816700610997964,0.9107438016528926,0
27,train,train departure,0.890295358649789,0.9107438016528926,0
28,train,train destination,0.9139344262295082,0.9107438016528926,0
29,train,train leaveat,0.8092105263157895,0.9107438016528926,0
