,domain,slotname,slotname_acc,domain_acc,cluster
0,出租,出租出发地,0.9178082191780822,0.9486301369863014,1
1,出租,出租目的地,0.9178082191780822,0.9486301369863014,1
2,出租,出租车型,0.9726027397260274,0.9486301369863014,1
3,出租,出租车牌,0.9863013698630136,0.9486301369863014,1
4,地铁,地铁出发地,0.9512195121951219,0.7987804878048781,1
5,地铁,地铁出发地附近地铁站,0.7195121951219512,0.7987804878048781,0
6,地铁,地铁目的地,0.9634146341463414,0.7987804878048781,1
7,地铁,地铁目的地附近地铁站,0.5609756097560976,0.7987804878048781,0
8,景点,景点名称,0.9128329297820823,0.8805668016194332,1
9,景点,景点周边景点,0.7431192660550459,0.8805668016194332,1
10,景点,景点周边酒店,0.7456140350877193,0.8805668016194332,1
11,景点,景点周边餐馆,0.6387096774193548,0.8805668016194332,1
12,景点,景点地址,0.9507042253521126,0.8805668016194332,1
13,景点,景点游玩时间,0.9067524115755627,0.8805668016194332,1
14,景点,景点电话,0.8778625954198473,0.8805668016194332,1
15,景点,景点评分,0.9534883720930233,0.8805668016194332,1
16,景点,景点门票,0.93,0.8805668016194332,1
17,酒店,酒店价格,0.97265625,0.9170243204577968,1
18,酒店,酒店名称,0.8973105134474327,0.9170243204577968,1
19,酒店,酒店周边景点,0.782608695652174,0.9170243204577968,1
20,酒店,酒店周边餐馆,0.6614173228346457,0.9170243204577968,1
21,酒店,酒店地址,0.9210526315789473,0.9170243204577968,1
22,酒店,酒店电话,0.9666666666666667,0.9170243204577968,1
23,酒店,酒店评分,0.964,0.9170243204577968,1
24,酒店,酒店酒店类型,0.9468085106382979,0.9170243204577968,1
25,酒店,酒店酒店设施-24小时热水,0.967741935483871,0.9170243204577968,0
26,酒店,酒店酒店设施-SPA,1.0,0.9170243204577968,0
27,酒店,酒店酒店设施-中式餐厅,0.8421052631578947,0.9170243204577968,0
28,酒店,酒店酒店设施-会议室,0.9523809523809523,0.9170243204577968,0
29,酒店,酒店酒店设施-健身房,1.0,0.9170243204577968,0
30,酒店,酒店酒店设施-免费国内长途电话,0.7142857142857143,0.9170243204577968,0
31,酒店,酒店酒店设施-免费市内电话,1.0,0.9170243204577968,0
32,酒店,酒店酒店设施-公共区域和部分房间提供wifi,0.9375,0.9170243204577968,0
33,酒店,酒店酒店设施-公共区域提供wifi,0.8333333333333334,0.9170243204577968,0
34,酒店,酒店酒店设施-叫醒服务,1.0,0.9170243204577968,0
35,酒店,酒店酒店设施-吹风机,1.0,0.9170243204577968,0
36,酒店,酒店酒店设施-商务中心,0.8571428571428571,0.9170243204577968,0
37,酒店,酒店酒店设施-国际长途电话,1.0,0.9170243204577968,0
38,酒店,酒店酒店设施-室内游泳池,1.0,0.9170243204577968,0
39,酒店,酒店酒店设施-室外游泳池,1.0,0.9170243204577968,0
40,酒店,酒店酒店设施-宽带上网,1.0,0.9170243204577968,0
41,酒店,酒店酒店设施-所有房间提供wifi,0.8,0.9170243204577968,0
42,酒店,酒店酒店设施-接待外宾,1.0,0.9170243204577968,0
43,酒店,酒店酒店设施-接机服务,1.0,0.9170243204577968,0
44,酒店,酒店酒店设施-接站服务,0.75,0.9170243204577968,0
45,酒店,酒店酒店设施-收费停车位,1.0,0.9170243204577968,0
46,酒店,酒店酒店设施-无烟房,0.9666666666666667,0.9170243204577968,0
47,酒店,酒店酒店设施-早餐服务,0.9166666666666666,0.9170243204577968,0
48,酒店,酒店酒店设施-早餐服务免费,0.6666666666666666,0.9170243204577968,0
49,酒店,酒店酒店设施-暖气,0.9230769230769231,0.9170243204577968,0
50,酒店,酒店酒店设施-桑拿,1.0,0.9170243204577968,0
51,酒店,酒店酒店设施-棋牌室,1.0,0.9170243204577968,0
52,酒店,酒店酒店设施-残疾人设施,1.0,0.9170243204577968,0
53,酒店,酒店酒店设施-洗衣服务,1.0,0.9170243204577968,0
54,酒店,酒店酒店设施-温泉,0.75,0.9170243204577968,0
55,酒店,酒店酒店设施-看护小孩服务,1.0,0.9170243204577968,0
56,酒店,酒店酒店设施-租车,0.9090909090909091,0.9170243204577968,0
57,酒店,酒店酒店设施-行李寄存,1.0,0.9170243204577968,0
58,酒店,酒店酒店设施-西式餐厅,1.0,0.9170243204577968,0
59,酒店,酒店酒店设施-部分房间提供wifi,1.0,0.9170243204577968,0
60,酒店,酒店酒店设施-酒吧,1.0,0.9170243204577968,0
61,酒店,酒店酒店设施-酒店各处提供wifi,0.8333333333333334,0.9170243204577968,0
62,餐馆,餐馆人均消费,0.9785932721712538,0.8745874587458746,1
63,餐馆,餐馆名称,0.8735362997658079,0.8745874587458746,1
64,餐馆,餐馆周边景点,0.7751937984496124,0.8745874587458746,1
65,餐馆,餐馆周边酒店,0.75,0.8745874587458746,1
66,餐馆,餐馆周边餐馆,0.6698113207547169,0.8745874587458746,1
67,餐馆,餐馆地址,0.9243697478991597,0.8745874587458746,1
68,餐馆,餐馆推荐菜,0.860248447204969,0.8745874587458746,1
69,餐馆,餐馆电话,0.9067796610169492,0.8745874587458746,1
70,餐馆,餐馆营业时间,0.7394957983193278,0.8745874587458746,1
71,餐馆,餐馆评分,0.9601226993865031,0.8745874587458746,1
